"","Date.Lost","Species","NumberBirds","Region","Longitude","Latitude","TrapChecked","TrapName"
"633","19-12-2015","Lovebird spp",1,"Canterbury",172.6362254,-43.5320544,"Y",632
"634","19-12-2015","Lovebird spp",1,"Canterbury",172.6362254,-43.5320544,"Y",633
"635","19-12-2015","Lovebird spp",1,"Canterbury",172.5957246,-43.303356,"Y",634
"636","04-01-2016","Lovebird spp",1,"Canterbury",172.6362254,-43.5320544,"Y",635
"637","11-01-2016","Lovebird spp",2,"Canterbury",172.5957246,-43.303356,"Y",636
"638","20-01-2016","Lovebird spp",1,"Canterbury",172.6362254,-43.5320544,"Y",637
"639","06-02-2016","Lovebird spp",1,"Canterbury",172.6362254,-43.5320544,"Y",638
"640","04-03-2016","Lovebird spp",1,"Canterbury",172.6362254,-43.5320544,"Y",639
"641","08-10-2016","Lovebird spp",1,"Wellington",175.3136218,-40.8233475,"Y",640
"642","03-11-2016","Lovebird spp",1,"Bay of Plenty",176.075695,-37.8341908,"Y",641
"643","05-02-2017","Lovebird spp",1,"Canterbury",172.6362254,-43.5320544,"Y",642
"644","26-10-2013","Lovebird spp",1,"Auckland",174.7744317,-36.8918437,"Y",643
"645","06-11-2015","Lovebird spp",2,"Auckland",174.5425402,-36.8504238,"Y",644
"646","20-10-2014","Australian king parrot",1,"Waikato",174.7530305,-37.1386811,"Y",645
"647","22-06-2014","Australian king parrot",1,"Bay of Plenty",176.3031878,-37.7063705,"Y",646
"648","27-04-2014","Australian king parrot",1,"Canterbury",172.6362254,-43.5320544,"Y",647
"649","22-09-2014","Australian king parrot",1,"Auckland",174.7155919,-36.8841017,"Y",648
"650","22-11-2014","Australian king parrot",1,"Canterbury",172.6362254,-43.5320544,"Y",649
"651","17-02-2015","Australian king parrot",1,"Bay of Plenty",176.189058,-37.7496002,"Y",650
"652","17-03-2015","Australian king parrot",1,"Waikato",175.4376748,-37.8287,"Y",651
"653","18-04-2015","Australian king parrot",1,"Canterbury",172.6712286,-43.4326071,"Y",652
"654","15-06-2015","Australian king parrot",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",653
"655","16-08-2015","Australian king parrot",1,"Canterbury",172.6505273,-43.5298241,"Y",654
"656","19-03-2016","Australian king parrot",1,"Canterbury",172.6362254,-43.5320544,"Y",655
"657","30-08-2016","Australian king parrot",1,"Manawatu",175.6082145,-40.3523065,"Y",656
"658","08-10-2014","Amazon parrot",1,"Wairarapa",175.5462179,-41.0106624,"Y",657
"659","03-12-2015","Red-winged parrot",1,"Wellington",174.8406006,-41.1338998,"Y",658
"660","09-01-2016","Red-winged parrot",1,"Auckland",174.5425402,-36.8504238,"Y",659
"661","23-11-2014","Sun conure",1,"Wellington",175.0564779,-41.129996,"Y",660
"662","23-12-2014","Sun conure",1,"Hawkes Bay",176.9120178,-39.4928444,"Y",661
"663","08-07-2015","Sun conure",1,"Wellington",174.7576902,-41.2833246,"Y",662
"664","02-05-2016","Sun conure",1,"Wellington",174.7634752,-41.3233185,"Y",663
"666","27-08-2016","Eclectus parrot",1,"Auckland",174.8108467,-36.8547909,"Y",665
"667","03-09-2016","Eclectus parrot",1,"Canterbury",172.6362254,-43.5320544,"Y",666
"668","06-04-2015","Eclectus parrot",1,"Auckland",174.8350162,-36.9109451,"Y",667
"669","18-11-2014","Eclectus parrot",1,"Auckland",174.87266,-36.9941017,"Y",668
"670","30-03-2016","Eclectus parrot",1,"Auckland",174.7633315,-36.8484597,"Y",669
"671","06-12-2015","Peach-fronted conure",2,"Auckland",174.7633315,-36.8484597,"Y",670
"672","28-08-2015","Monk parakeet",1,"Wellington",174.8233078,-41.2236672,"Y",671
"673","31-05-2016","Monk parakeet",1,"Auckland",174.8499514,-36.947753,"Y",672
"674","18-04-2017","Monk parakeet",1,"Waikato",175.279253,-37.7870012,"Y",673
"675","26-11-2016","Senegal parrot",1,"Manawatu",175.5706463,-40.2198454,"Y",674
"676","20-01-2016","Senegal parrot",1,"Manawatu",175.6391465,-40.3491151,"Y",675
"677","18-07-2014","Superb parrot",1,"Canterbury",172.6362254,-43.5320544,"Y",676
"678","13-01-2014","Superb parrot",1,"Auckland",174.7633315,-36.8484597,"Y",677
"679","24-10-2013","Superb parrot",1,"Auckland",174.7580817,-36.8583838,"Y",678
"680","25-01-2014","Superb parrot",1,"Auckland",174.7522093,-36.6960056,"Y",679
"681","07-02-2014","Superb parrot",1,"Auckland",174.7633315,-36.8484597,"Y",680
"682","06-02-2014","Superb parrot",1,"Auckland",174.9436176,-37.0677049,"Y",681
"683","07-03-2014","Superb parrot",1,"Auckland",174.9793777,-37.0321395,"Y",682
"684","29-08-2014","Superb parrot",1,"Auckland",174.8774012,-37.1002542,"Y",683
"685","28-11-2014","Superb parrot",1,"Auckland",174.5425402,-36.8504238,"Y",684
"686","01-05-2015","Superb parrot",1,"Canterbury",172.6002485,-43.4115109,"Y",685
"687","27-06-2015","Superb parrot",1,"Auckland",175.0439182,-37.1351761,"Y",686
"688","07-10-2015","Superb parrot",1,"Northland",174.0910345,-35.2806679,"Y",687
"689","13-12-2015","Superb parrot",1,"Marlborough",173.9612498,-41.5134425,"Y",688
"690","28-12-2015","Superb parrot",1,"Auckland",174.7800541,-36.8129703,"Y",689
"691","01-04-2016","Superb parrot",1,"Auckland",174.87266,-36.9941017,"Y",690
"692","29-05-2016","Superb parrot",1,"Franklin",175.024037,-37.246755,"Y",691
"693","31-01-2017","Superb parrot",1,"Auckland",174.7008901,-36.7966811,"Y",692
"694","26-12-2014","Moustached parakeet",1,"Canterbury",172.5367099,-43.5199416,"Y",693
"695","11-01-2014","Moustached parakeet",1,"Auckland",174.7021335,-36.8796693,"Y",694
"696","26-07-2014","Moustached parakeet",1,"Auckland",174.6507063,-36.9099123,"Y",695
"697","12-12-2014","Moustached parakeet",1,"Canterbury",172.6362254,-43.5320544,"Y",696
"698","28-09-2015","Moustached parakeet",1,"Canterbury",172.6362254,-43.5320544,"Y",697
"699","11-10-2015","Moustached parakeet",1,"Canterbury",172.6362254,-43.5320544,"Y",698
"700","26-05-2016","Moustached parakeet",1,"Waikato",175.279253,-37.7870012,"Y",699
"701","26-05-2016","Moustached parakeet",1,"Auckland",174.8815997,-37.0499147,"Y",700
"702","19-03-2017","Moustached parakeet",1,"Auckland",174.8890897,-36.9146341,"Y",701
"703","05-09-2015","Lord Derby's parakeet",1,"Canterbury",172.4778058,-43.5531349,"Y",702
"704","04-12-2014","Alexandrine parakeet",1,"Northland",175.0136762,-41.1495968,"Y",703
"705","14-03-2014","Alexandrine parakeet",1,"Northland",174.3624557,-35.7491081,"Y",704
"706","16-01-2015","Alexandrine parakeet",1,"Auckland",174.9256569,-36.898303,"Y",705
"707","09-08-2013","Alexandrine parakeet",1,"Auckland",174.7668402,-36.8493074,"Y",706
"708","27-01-2014","Alexandrine parakeet",1,"Waikato",175.1531519,-37.7459124,"Y",707
"709","24-03-2014","Alexandrine parakeet",1,"Auckland",174.8347437,-36.962787,"Y",708
"710","31-08-2013","Alexandrine parakeet",1,"Auckland",174.924102,-37.0396793,"Y",709
"711","07-10-2013","Alexandrine parakeet",1,"Auckland",174.5425402,-36.8504238,"Y",710
"712","10-12-2013","Alexandrine parakeet",1,"Northland",174.323708,-35.7251117,"Y",711
"713","17-12-2013","Alexandrine parakeet",1,"Kaipara",174.4503793,-36.6775241,"Y",712
"714","09-01-2014","Alexandrine parakeet",1,"Auckland",174.7800541,-36.8129703,"Y",713
"715","29-01-2014","Alexandrine parakeet",1,"Wellington",175.0083802,-40.9142336,"Y",714
"716","20-02-2014","Alexandrine parakeet",1,"Auckland",174.6296364,-36.8187874,"Y",715
"717","08-03-2014","Alexandrine parakeet",1,"Auckland",174.87266,-36.9941017,"Y",716
"718","15-03-2014","Alexandrine parakeet",1,"Northland",173.9477921,-35.2286099,"Y",717
"719","15-03-2014","Alexandrine parakeet",1,"Northland",173.9477921,-35.2286099,"Y",718
"720","22-03-2014","Alexandrine parakeet",1,"Northland",174.323708,-35.7251117,"Y",719
"721","18-04-2014","Alexandrine parakeet",1,"Auckland",174.7134797,-36.9071094,"Y",720
"722","04-05-2014","Alexandrine parakeet",1,"Auckland",174.9222711,-36.9292773,"Y",721
"723","24-05-2014","Alexandrine parakeet",1,"Auckland",174.6277245,-36.8739289,"Y",722
"724","15-08-2014","Alexandrine parakeet",1,"Auckland",174.87266,-36.9941017,"Y",723
"725","15-08-2014","Alexandrine parakeet",1,"Auckland",174.9243831,-36.8929478,"Y",724
"726","06-09-2014","Alexandrine parakeet",1,"Auckland",174.87266,-36.9941017,"Y",725
"727","03-10-2014","Alexandrine parakeet",1,"Auckland",174.5425402,-36.8504238,"Y",726
"728","18-10-2014","Alexandrine parakeet",1,"Waikato",175.5497682,-37.1387942,"Y",727
"729","08-12-2014","Alexandrine parakeet",1,"Auckland",174.6999997,-36.9233601,"Y",728
"730","07-12-2014","Alexandrine parakeet",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",729
"731","06-02-2015","Alexandrine parakeet",1,"Auckland",174.6507063,-36.9099123,"Y",730
"732","02-02-2015","Alexandrine parakeet",1,"Auckland",174.6444335,-36.9053856,"Y",731
"733","04-03-2015","Alexandrine parakeet",2,"Auckland",174.7800541,-36.8129703,"Y",732
"734","02-04-2015","Alexandrine parakeet",1,"Auckland",174.9174997,-36.9092959,"Y",733
"735","24-04-2015","Alexandrine parakeet",1,"Auckland",174.7800541,-36.8129703,"Y",734
"736","26-09-2015","Alexandrine parakeet",1,"Auckland",174.7542933,-36.9221936,"Y",735
"737","27-09-2015","Alexandrine parakeet",1,"Waikato",175.279253,-37.7870012,"Y",736
"738","06-12-2015","Alexandrine parakeet",1,"Northland",174.3145703,-35.7335527,"Y",737
"739","12-01-2016","Alexandrine parakeet",1,"Auckland",174.7422302,-36.6344443,"Y",738
"740","27-02-2016","Alexandrine parakeet",1,"Canterbury",172.6362254,-43.5320544,"Y",739
"741","15-03-2016","Alexandrine parakeet",1,"Northland",174.323708,-35.7251117,"Y",740
"742","20-03-2016","Alexandrine parakeet",1,"Auckland",174.8982805,-37.0236736,"Y",741
"743","24-03-2016","Alexandrine parakeet",1,"Canterbury",171.2549729,-44.3969718,"Y",742
"744","17-05-2016","Alexandrine parakeet",1,"Auckland",174.6360666,-36.8837249,"Y",743
"745","21-05-2016","Alexandrine parakeet",2,"Northland",173.9477921,-35.2286099,"Y",744
"746","08-06-2016","Alexandrine parakeet",1,"Auckland",174.6360666,-36.8837249,"Y",745
"747","06-07-2016","Alexandrine parakeet",1,"Auckland",174.9436176,-37.0677049,"Y",746
"748","02-10-2016","Alexandrine parakeet",1,"Auckland",174.5425402,-36.8504238,"Y",747
"749","30-09-2016","Alexandrine parakeet",1,"Hawkes Bay",176.8392322,-39.6395783,"Y",748
"750","21-10-2016","Alexandrine parakeet",1,"Auckland",174.6576469,-36.9118816,"Y",749
"751","10-02-2017","Alexandrine parakeet",1,"Bay of Plenty",176.2497461,-38.1368478,"Y",750
"752","18-02-2017","Alexandrine parakeet",1,"Auckland",174.87266,-36.9941017,"Y",751
"753","11-03-2017","Alexandrine parakeet",1,"Auckland",174.5442431,-36.772106,"Y",752
"754","03-03-2017","Alexandrine parakeet",1,"Auckland",174.5435798,-36.7697314,"Y",753
"755","18-04-2017","Alexandrine parakeet",1,"Canterbury",172.3791514,-43.5908451,"Y",754
"756","24-03-2015","Ring-necked parakeet",1,"Auckland",174.7800541,-36.8129703,"Y",755
"757","06-06-2013","Ring-necked parakeet",1,"Marlborough",173.9612498,-41.5134425,"Y",756
"758","14-10-2013","Ring-necked parakeet",1,"Auckland",174.87266,-36.9941017,"Y",757
"759","16-11-2013","Ring-necked parakeet",1,"Auckland",174.6899519,-36.5815524,"Y",758
"760","27-11-2013","Ring-necked parakeet",1,"Manawatu",175.6082145,-40.3523065,"Y",759
"761","22-08-2015","Ring-necked parakeet",1,"Auckland",174.7542933,-36.9221936,"Y",760
"762","18-02-2015","Ring-necked parakeet",1,"Auckland",174.9436176,-37.0677049,"Y",761
"763","08-08-2015","Ring-necked parakeet",1,"Tasman",173.284188,-41.270474,"Y",762
"764","13-12-2016","Ring-necked parakeet",1,"Canterbury",171.2549729,-44.3969718,"Y",763
"765","24-01-2015","Ring-necked parakeet",1,"Canterbury",171.2744925,-44.2375008,"Y",764
"766","25-03-2015","Ring-necked parakeet",1,"Wellington",175.0707834,-41.1244327,"Y",765
"767","16-08-2014","Ring-necked parakeet",1,"Auckland",174.9251469,-36.9309088,"Y",766
"768","13-03-2014","Ring-necked parakeet",1,"Manawatu",175.6350911,-40.3369707,"Y",767
"769","12-11-2013","Ring-necked parakeet",1,"Manawatu",175.6041478,-40.3685262,"Y",768
"770","07-05-2014","Ring-necked parakeet",1,"Canterbury",172.4779515,-43.6078578,"Y",769
"771","23-11-2014","Ring-necked parakeet",1,"Wellington",174.81921,-41.3124297,"Y",770
"772","10-11-2013","Ring-necked parakeet",1,"Tasman",173.0135246,-41.1044435,"Y",771
"773","15-07-2013","Ring-necked parakeet",4,"Taranaki",174.0752278,-39.0556253,"Y",772
"774","26-07-2013","Ring-necked parakeet",1,"Auckland",174.5239093,-36.2939718,"Y",773
"775","13-09-2013","Ring-necked parakeet",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",774
"776","02-07-2013","Ring-necked parakeet",4,"Taranaki",174.0752278,-39.0556253,"Y",775
"777","14-12-2013","Ring-necked parakeet",1,"Auckland",174.5989313,-36.8540432,"Y",776
"778","13-01-2014","Ring-necked parakeet",1,"Auckland",174.8707326,-36.9116458,"Y",777
"779","13-01-2014","Ring-necked parakeet",1,"Auckland",174.8707326,-36.9116458,"Y",778
"780","24-01-2014","Ring-necked parakeet",1,"Auckland",174.5425402,-36.8504238,"Y",779
"781","24-01-2014","Ring-necked parakeet",1,"Hawkes Bay",176.9120178,-39.4928444,"Y",780
"782","09-02-2014","Ring-necked parakeet",1,"Taranaki",174.0752278,-39.0556253,"Y",781
"783","10-02-2014","Ring-necked parakeet",1,"Canterbury",172.6362254,-43.5320544,"Y",782
"784","11-02-2014","Ring-necked parakeet",1,"Auckland",174.6999997,-36.9233601,"Y",783
"785","14-02-2014","Ring-necked parakeet",1,"Wellington",175.3136218,-40.8233475,"Y",784
"786","23-02-2014","Ring-necked parakeet",1,"Auckland",174.5989313,-36.8540432,"Y",785
"787","22-02-2014","Ring-necked parakeet",1,"Canterbury",172.6362254,-43.5320544,"Y",786
"788","08-03-2014","Ring-necked parakeet",1,"Canterbury",172.6362254,-43.5320544,"Y",787
"789","13-03-2014","Ring-necked parakeet",1,"Auckland",174.6999997,-36.9233601,"Y",788
"790","30-03-2014","Ring-necked parakeet",1,"Auckland",174.5425402,-36.8504238,"Y",789
"791","04-05-2014","Ring-necked parakeet",1,"Otago",170.5027976,-45.8787605,"Y",790
"792","20-05-2014","Ring-necked parakeet",1,"Auckland",174.87266,-36.9941017,"Y",791
"793","31-05-2014","Ring-necked parakeet",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",792
"794","26-06-2014","Ring-necked parakeet",1,"Auckland",174.893677,-36.9432115,"Y",793
"795","13-07-2014","Ring-necked parakeet",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",794
"796","10-08-2014","Ring-necked parakeet",1,"Tasman",173.284188,-41.270474,"Y",795
"797","14-08-2014","Ring-necked parakeet",1,"Hawkes Bay",176.9120178,-39.4928444,"Y",796
"798","25-08-2014","Ring-necked parakeet",1,"Auckland",174.8982805,-37.0236736,"Y",797
"799","10-08-2014","Ring-necked parakeet",1,"Tasman",173.284188,-41.270474,"Y",798
"800","09-11-2014","Ring-necked parakeet",1,"Canterbury",172.6362254,-43.5320544,"Y",799
"801","19-11-2014","Ring-necked parakeet",1,"Auckland",174.6540764,-36.9381822,"Y",800
"802","13-12-2014","Ring-necked parakeet",1,"Waikato",175.279253,-37.7870012,"Y",801
"803","23-12-2014","Ring-necked parakeet",1,"Waikato",175.279253,-37.7870012,"Y",802
"804","01-01-2015","Ring-necked parakeet",1,"Auckland",174.7155919,-36.8841017,"Y",803
"805","19-01-2015","Ring-necked parakeet",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",804
"806","01-01-2015","Ring-necked parakeet",1,"Auckland",174.7155919,-36.8841017,"Y",805
"807","20-01-2015","Ring-necked parakeet",1,"Auckland",174.7633315,-36.8484597,"Y",806
"808","14-04-2015","Ring-necked parakeet",1,"Waikato",175.279253,-37.7870012,"Y",807
"809","21-04-2015","Ring-necked parakeet",1,"Auckland",174.9967556,-37.1854554,"Y",808
"810","25-04-2015","Ring-necked parakeet",1,"Auckland",174.7155919,-36.8841017,"Y",809
"811","20-04-2015","Ring-necked parakeet",1,"Auckland",174.9967556,-37.1854554,"Y",810
"812","25-04-2015","Ring-necked parakeet",1,"Auckland",174.7155919,-36.8841017,"Y",811
"813","12-05-2015","Ring-necked parakeet",1,"Auckland",174.9548859,-37.0575395,"Y",812
"814","20-05-2015","Ring-necked parakeet",1,"Auckland",174.4340691,-36.8362109,"Y",813
"815","20-05-2015","Ring-necked parakeet",1,"Northland",174.323708,-35.7251117,"Y",814
"816","24-05-2015","Ring-necked parakeet",1,"Canterbury",172.6362254,-43.5320544,"Y",815
"817","08-06-2015","Ring-necked parakeet",1,"Auckland",174.8805841,-36.9143604,"Y",816
"818","10-06-2015","Ring-necked parakeet",1,"Auckland",174.6626051,-36.9245567,"Y",817
"819","31-07-2015","Ring-necked parakeet",1,"Waikato",175.4671792,-37.891119,"Y",818
"820","16-08-2015","Ring-necked parakeet",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",819
"821","28-08-2015","Ring-necked parakeet",1,"Auckland",174.8583427,-36.9881933,"Y",820
"822","16-10-2015","Ring-necked parakeet",1,"Auckland",174.7633315,-36.8484597,"Y",821
"823","15-10-2015","Ring-necked parakeet",1,"Auckland",174.8317729,-36.8482476,"Y",822
"824","22-10-2015","Ring-necked parakeet",1,"Auckland",174.87266,-36.9941017,"Y",823
"825","29-12-2015","Ring-necked parakeet",1,"Waikato",175.279253,-37.7870012,"Y",824
"826","03-01-2016","Ring-necked parakeet",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",825
"827","08-01-2016","Ring-necked parakeet",1,"Auckland",174.8317729,-36.8482476,"Y",826
"828","22-01-2016","Ring-necked parakeet",1,"Auckland",174.7453592,-36.8934084,"Y",827
"829","21-01-2016","Ring-necked parakeet",1,"Auckland",174.741694,-36.9046678,"Y",828
"830","31-12-2015","Ring-necked parakeet",1,"Auckland",174.741694,-36.9046678,"Y",829
"831","23-01-2016","Ring-necked parakeet",1,"Waikato",175.279253,-37.7870012,"Y",830
"832","13-02-2016","Ring-necked parakeet",1,"Auckland",174.87266,-36.9941017,"Y",831
"833","28-02-2016","Ring-necked parakeet",1,"Canterbury",172.5957246,-43.303356,"Y",832
"834","04-03-2016","Ring-necked parakeet",1,"Franklin",175.0214635,-37.2250624,"Y",833
"835","01-02-2016","Ring-necked parakeet",12,"Waikato",175.673191,-37.3821501,"Y",834
"836","06-04-2016","Ring-necked parakeet",1,"Auckland",174.5425402,-36.8504238,"Y",835
"837","06-04-2016","Ring-necked parakeet",1,"Auckland",174.5798033,-36.8656784,"Y",836
"838","11-04-2016","Ring-necked parakeet",1,"Auckland",174.5425402,-36.8504238,"Y",837
"839","09-05-2016","Ring-necked parakeet",1,"Bay of Plenty",176.2497461,-38.1368478,"Y",838
"840","23-05-2016","Ring-necked parakeet",1,"Wellington",174.9080557,-41.2091655,"Y",839
"841","13-06-2016","Ring-necked parakeet",1,"Auckland",174.6374184,-36.9065906,"Y",840
"842","09-07-2016","Ring-necked parakeet",1,"Bay of Plenty",176.2497461,-38.1368478,"Y",841
"843","16-09-2016","Ring-necked parakeet",1,"Auckland",174.7724291,-36.8695104,"Y",842
"844","28-09-2016","Ring-necked parakeet",1,"Waikato",175.1592664,-37.5573009,"Y",843
"845","04-11-2016","Ring-necked parakeet",1,"Taranaki",174.0752278,-39.0556253,"Y",844
"846","16-11-2016","Ring-necked parakeet",1,"Canterbury",172.6362254,-43.5320544,"Y",845
"847","09-11-2016","Ring-necked parakeet",2,"Auckland",174.6427723,-36.7162076,"Y",846
"848","26-11-2016","Ring-necked parakeet",1,"Franklin",175.0214635,-37.2250624,"Y",847
"849","11-12-2016","Ring-necked parakeet",1,"Auckland",174.7724291,-36.8695104,"Y",848
"850","11-12-2016","Ring-necked parakeet",1,"North Canterbury",172.6652231,-43.2500025,"Y",849
"851","07-12-2016","Ring-necked parakeet",1,"Canterbury",172.6362254,-43.5320544,"Y",850
"852","18-02-2017","Ring-necked parakeet",1,"Auckland",174.5425402,-36.8504238,"Y",851
"853","06-02-2017","Ring-necked parakeet",1,"Auckland",174.7800541,-36.8129703,"Y",852
"854","26-02-2017","Ring-necked parakeet",1,"Bay of Plenty",176.2497461,-38.1368478,"Y",853
"855","17-03-2017","Ring-necked parakeet",1,"Canterbury",172.5932533,-43.5434152,"Y",854
"856","23-03-2017","Ring-necked parakeet",1,"Auckland",174.9375946,-36.9303141,"Y",855
"857","03-04-2017","Ring-necked parakeet",1,"Auckland",174.8542548,-36.9015818,"Y",856
"858","19-04-2017","Ring-necked parakeet",2,"Auckland",174.7769777,-37.2034141,"Y",857
"859","09-10-2013","Ring-necked parakeet",1,"Auckland",174.8515707,-36.9756408,"Y",858
"860","13-12-2013","Ring-necked parakeet",1,"Wellington",174.9080557,-41.2091655,"Y",859
"861","03-02-2014","Ring-necked parakeet",1,"Manawatu",175.0037128,-39.9388516,"Y",860
"862","07-02-2014","Ring-necked parakeet",1,"Waikato",175.14664,-37.5431726,"Y",861
"863","09-11-2014","Ring-necked parakeet",1,"Manawatu",175.0098343,-39.9400376,"Y",862
"864","04-02-2014","Ring-necked parakeet",1,"Taranaki",174.0752278,-39.0556253,"Y",863
"865","25-04-2014","Ring-necked parakeet",2,"Northland",173.9477921,-35.2286099,"Y",864
"866","05-12-2013","Ring-necked parakeet",1,"Auckland",174.9243831,-36.8929478,"Y",865
"867","04-04-2015","Ring-necked parakeet",1,"Hawkes Bay",176.8552677,-39.5334318,"Y",866
"868","19-06-2015","Ring-necked parakeet",1,"Auckland",174.8609448,-36.9144241,"Y",867
"869","22-01-2014","Ring-necked parakeet",1,"Auckland",174.764208,-36.9241557,"Y",868
"870","30-12-2013","Ring-necked parakeet",1,"Manawatu",175.4375574,-39.7273356,"Y",869
"871","07-08-2014","Ring-necked parakeet",1,"Manawatu",175.6082145,-40.3523065,"Y",870
"872","24-09-2014","Ring-necked parakeet",1,"Bay of Plenty",176.1836273,-37.6386541,"Y",871
"873","02-12-2014","Ring-necked parakeet",1,"Waikato",175.279253,-37.7870012,"Y",872
"874","02-11-2016","Ring-necked parakeet",1,"Canterbury",172.6362254,-43.5320544,"Y",873
"875","04-01-2015","Ring-necked parakeet",1,"Manawatu",175.0296676,-39.9431086,"Y",874
"876","19-10-2014","Ring-necked parakeet",1,"Wellington",174.8406006,-41.1338998,"Y",875
"877","21-02-2015","Ring-necked parakeet",1,"Auckland",174.5425402,-36.8504238,"Y",876
"878","25-10-2015","Ring-necked parakeet",1,"Auckland",174.6999997,-36.9233601,"Y",877
"879","03-12-2015","Ring-necked parakeet",1,"Auckland",174.7633315,-36.8484597,"Y",878
"880","24-09-2014","African grey parrot",1,"Wellington",174.7702834,-41.2937861,"Y",879
"881","15-03-2014","African grey parrot",1,"Northland",173.9477921,-35.2286099,"Y",880
"882","15-03-2014","African grey parrot",1,"Northland",173.9477921,-35.2286099,"Y",881
"883","15-03-2014","African grey parrot",1,"Northland",173.9477921,-35.2286099,"Y",882
"884","15-08-2014","African grey parrot",1,"Bay of Plenty",176.2497461,-38.1368478,"Y",883
"885","17-04-2015","African grey parrot",1,"Hawkes Bay",176.9465597,-39.6034908,"Y",884
"886","06-10-2015","African grey parrot",1,"Auckland",174.8108467,-36.8547909,"Y",885
"887","08-12-2015","African grey parrot",1,"Wellington",174.7765643,-41.3144954,"Y",886
"888","19-02-2016","African grey parrot",1,"Auckland",175.0381546,-37.1405394,"Y",887
"889","20-10-2016","African grey parrot",1,"Auckland",174.6779746,-36.616812,"Y",888
"890","21-10-2016","African grey parrot",1,"Auckland",174.6925797,-36.5798792,"Y",889
"891","01-05-2015","Rainbow lorikeet",1,"Auckland",174.7633315,-36.8484597,"Y",890
"892","12-10-2013","Rainbow lorikeet",1,"Auckland",174.6650062,-36.9429913,"Y",891
"893","21-10-2013","Rainbow lorikeet",1,"Canterbury",172.6139541,-43.558596,"Y",892
"894","05-11-2013","Rainbow lorikeet",1,"Canterbury",172.7319894,-43.5171335,"Y",893
"895","19-11-2013","Rainbow lorikeet",1,"Auckland",174.8324716,-36.9110329,"Y",894
"896","16-07-2013","Rainbow lorikeet",1,"Auckland",174.7773391,-36.7933813,"Y",895
"897","28-06-2013","Rainbow lorikeet",1,"Waikato",175.7691406,-38.0555665,"Y",896
"898","07-11-2013","Rainbow lorikeet",1,"Canterbury",172.5569531,-43.5103132,"Y",897
"899","02-11-2013","Rainbow lorikeet",1,"Wellington",175.0455465,-41.1320118,"Y",898
"900","22-12-2014","Rainbow lorikeet",1,"Bay of Plenty",176.1641453,-37.7252525,"Y",899
"901","12-10-2013","Rainbow lorikeet",1,"Waikato",175.243509,-37.7855453,"Y",900
"902","02-01-2014","Rainbow lorikeet",1,"Auckland",174.9252796,-36.937829,"Y",901
"903","07-08-2013","Rainbow lorikeet",1,"Bay of Plenty",176.2497461,-38.1368478,"Y",902
"904","16-07-2013","Rainbow lorikeet",1,"Auckland",174.7688207,-36.7879229,"Y",903
"905","30-09-2013","Rainbow lorikeet",1,"Auckland",174.5425402,-36.8504238,"Y",904
"906","02-10-2013","Rainbow lorikeet",1,"Manawatu",175.6082145,-40.3523065,"Y",905
"907","05-11-2013","Rainbow lorikeet",1,"Waikato",175.279253,-37.7870012,"Y",906
"908","15-11-2013","Rainbow lorikeet",1,"Wellington",175.0707834,-41.1244327,"Y",907
"909","28-11-2013","Rainbow lorikeet",1,"Auckland",174.7633315,-36.8484597,"Y",908
"910","18-12-2013","Rainbow lorikeet",1,"Auckland",174.87266,-36.9941017,"Y",909
"911","08-01-2014","Rainbow lorikeet",1,"Auckland",174.9436176,-37.0677049,"Y",910
"912","12-01-2014","Rainbow lorikeet",1,"Auckland",174.7800541,-36.8129703,"Y",911
"913","15-02-2014","Rainbow lorikeet",1,"Otago",170.5027976,-45.8787605,"Y",912
"914","02-03-2014","Rainbow lorikeet",1,"Wellington",174.9228953,-41.1942599,"Y",913
"915","06-05-2014","Rainbow lorikeet",1,"Auckland",174.687403,-36.7919539,"Y",914
"916","17-05-2014","Rainbow lorikeet",1,"Auckland",174.9055058,-36.8999037,"Y",915
"917","10-06-2014","Rainbow lorikeet",2,"Auckland",174.7800541,-36.8129703,"Y",916
"918","07-07-2014","Rainbow lorikeet",1,"Auckland",174.87266,-36.9941017,"Y",917
"919","08-07-2014","Rainbow lorikeet",1,"Bay of Plenty",176.9908015,-37.9534115,"Y",918
"920","22-08-2014","Rainbow lorikeet",1,"Auckland",174.8982805,-37.0236736,"Y",919
"921","23-08-2014","Rainbow lorikeet",1,"Auckland",174.7259026,-36.8681642,"Y",920
"922","29-08-2014","Rainbow lorikeet",1,"Auckland",174.6540764,-36.9381822,"Y",921
"923","24-11-2014","Rainbow lorikeet",1,"Auckland",174.7374951,-36.8651021,"Y",922
"924","22-11-2014","Rainbow lorikeet",1,"Manawatu",175.6082145,-40.3523065,"Y",923
"925","03-02-2015","Rainbow lorikeet",1,"Auckland",174.7800541,-36.8129703,"Y",924
"926","02-03-2015","Rainbow lorikeet",1,"Auckland",174.8755099,-36.9982463,"Y",925
"927","30-03-2015","Rainbow lorikeet",1,"Canterbury",172.6362254,-43.5320544,"Y",926
